student_id,quiz_score,accuracy,retry_count,avg_quiz_time,course_completion,chat_complexity,learning_speed,weak_topics_count,student_level
4265,74,72.21,3,141,77,7,3,3,Intermediate
4266,82,67.77,2,273,60,5,3,3,Intermediate
4267,40,50.41,3,281,51,4,2,2,Beginner
4268,58,63.6,5,260,57,4,2,3,Beginner
4269,81,79.23,1,202,84,6,3,2,Intermediate
4270,46,34.73,9,808,9,1,1,7,School Student
4271,69,48.79,3,552,33,4,2,4,Beginner
4272,97,90.51,1,107,86,10,3,0,Advanced
4273,96,95.44,1,103,90,9,3,0,Advanced
4274,66,40.51,3,285,28,3,2,5,Beginner
4275,82,73.46,1,216,59,6,3,2,Intermediate
4276,40,54.13,2,534,48,4,2,4,Beginner
4277,88,95.13,1,171,99,7,3,1,Advanced
4278,89,93.57,1,89,92,9,3,0,Advanced
4279,37,13.98,4,713,24,1,1,6,School Student
4280,33,25.57,8,822,34,2,1,8,School Student
4281,34,29.95,6,735,15,2,1,4,School Student
4282,25,19.94,7,796,9,1,1,9,School Student
4283,68,78.51,3,293,63,7,3,2,Intermediate
4284,71,77.88,1,136,75,7,3,2,Intermediate
4285,63,49.58,2,518,57,3,2,3,Beginner
4286,39,12.15,4,524,33,1,1,6,School Student
4287,75,82.22,2,282,62,5,3,1,Intermediate
4288,57,49.83,5,327,37,4,2,5,Beginner
4289,40,17.37,4,348,6,2,1,8,School Student
4290,46,47.61,2,337,59,3,2,4,Beginner
4291,46,56.79,4,555,28,3,2,3,Beginner
4292,48,21.18,9,538,11,2,1,4,School Student
4293,65,72.36,2,182,76,5,3,3,Intermediate
4294,49,13.12,5,635,8,2,1,8,School Student
4295,78,67.02,3,153,55,5,3,1,Intermediate
4296,16,24.51,9,515,23,1,1,7,School Student
4297,62,43.81,2,371,48,3,2,4,Beginner
4298,45,43.24,6,634,29,2,1,6,School Student
4299,95,86.42,0,146,91,8,3,0,Advanced
4300,39,10.67,8,605,18,1,1,7,School Student
4301,14,29.12,9,663,6,1,1,8,School Student
4302,16,29.37,4,652,18,1,1,7,School Student
4303,21,25.54,7,710,11,2,1,7,School Student
4304,17,20.73,7,768,28,1,1,8,School Student
4305,45,40.64,2,286,39,4,2,5,Beginner
4306,67,80.7,3,243,68,5,3,2,Intermediate
4307,47,10.94,7,819,10,1,1,6,School Student
4308,64,74.64,1,181,71,5,3,1,Intermediate
4309,59,59.88,2,594,56,4,2,4,Beginner
4310,55,59.07,5,578,56,3,2,2,Beginner
4311,58,51.17,5,452,58,3,2,4,Beginner
4312,50,64.82,4,257,29,4,2,2,Beginner
4313,54,64.4,4,205,30,4,2,4,Beginner
4314,64,65.33,2,223,70,7,3,3,Intermediate
4315,63,43.74,5,501,46,3,2,2,Beginner
4316,65,63.0,3,586,32,4,2,4,Beginner
4317,97,96.48,1,137,86,10,3,0,Advanced
4318,100,88.16,1,160,95,7,3,0,Advanced
4319,42,44.53,2,460,43,3,2,2,Beginner
4320,67,70.15,3,265,52,7,3,2,Intermediate
4321,97,97.25,0,124,98,8,3,1,Advanced
4322,76,67.26,1,227,77,5,3,2,Intermediate
4323,98,88.74,1,97,93,8,3,0,Advanced
4324,35,26.36,8,426,34,1,1,5,School Student
4325,71,76.87,3,292,87,6,3,3,Intermediate
4326,81,71.97,1,135,70,6,3,3,Intermediate
4327,85,85.42,1,101,100,10,3,0,Advanced
4328,69,46.36,4,252,35,3,2,5,Beginner
4329,62,49.81,2,549,26,3,2,2,Beginner
4330,42,61.63,2,479,26,3,2,3,Beginner
4331,79,69.02,2,172,75,5,3,2,Intermediate
4332,31,22.92,7,626,8,2,1,6,School Student
4333,93,85.2,0,101,81,7,3,0,Advanced
4334,74,75.2,2,218,77,5,3,2,Intermediate
4335,64,40.3,3,566,46,3,2,3,Beginner
4336,85,89.15,1,86,83,9,3,0,Advanced
4337,61,49.91,3,401,57,3,2,4,Beginner
4338,43,29.61,6,872,25,2,1,9,School Student
4339,16,43.36,5,771,17,1,1,4,School Student
4340,46,46.23,2,373,52,4,2,3,Beginner
4341,73,73.8,2,151,78,5,3,1,Intermediate
4342,95,90.92,1,98,80,9,3,0,Advanced
4343,68,82.46,2,171,58,7,3,2,Intermediate
4344,97,95.93,1,93,93,10,3,1,Advanced
4345,99,94.14,0,138,93,10,3,1,Advanced
4346,47,23.89,9,463,19,1,1,4,School Student
4347,65,47.79,4,387,37,3,2,2,Beginner
4348,65,42.62,5,406,56,3,2,3,Beginner
4349,44,50.66,4,396,55,3,2,2,Beginner
4350,79,75.0,3,188,61,6,3,2,Intermediate
4351,79,84.26,3,186,78,6,3,1,Intermediate
4352,61,50.5,3,330,43,4,2,5,Beginner
4353,82,66.48,2,199,81,5,3,1,Intermediate
4354,94,97.53,1,97,100,7,3,0,Advanced
4355,51,47.53,4,247,26,3,2,5,Beginner
4356,100,97.74,1,142,95,7,3,1,Advanced
4357,87,87.02,1,107,99,7,3,0,Advanced
4358,54,47.94,4,387,23,3,2,2,Beginner
4359,79,81.7,1,209,56,5,3,2,Intermediate
4360,95,83.61,2,243,86,6,3,3,Intermediate
4361,69,54.62,2,215,36,3,2,2,Beginner
4362,89,85.25,0,103,94,10,3,0,Advanced
4363,62,40.89,2,507,48,4,2,2,Beginner
4364,87,86.0,1,126,85,9,3,1,Advanced
4365,68,76.55,1,161,62,7,3,2,Intermediate
4366,22,12.84,4,394,29,2,1,5,School Student
4367,47,34.96,5,322,38,2,1,5,School Student
4368,42,18.03,9,509,28,1,1,8,School Student
4369,32,27.76,7,781,37,2,1,8,School Student
4370,66,51.35,4,529,29,3,2,4,Beginner
4371,12,28.45,8,638,29,1,1,5,School Student
4372,72,66.82,3,261,79,6,3,2,Intermediate
4373,27,31.95,7,529,36,2,1,4,School Student
4374,85,91.48,1,112,85,7,3,1,Advanced
4375,17,25.68,8,300,35,1,1,9,School Student
4376,68,40.23,3,542,28,4,2,5,Beginner
4377,65,58.51,5,248,57,4,2,4,Beginner
4378,40,50.98,2,545,46,4,2,2,Beginner
4379,58,61.39,3,228,30,3,2,5,Beginner
4380,43,24.55,6,679,12,2,1,9,School Student
4381,71,67.41,3,143,77,6,3,2,Intermediate
4382,89,89.26,1,104,88,7,3,0,Advanced
4383,42,48.17,4,373,45,4,2,4,Beginner
4384,63,43.33,3,397,28,3,2,4,Beginner
4385,80,76.25,1,203,60,7,3,2,Intermediate
4386,38,43.02,5,878,9,1,1,8,School Student
4387,76,70.53,2,280,64,5,3,1,Intermediate
4388,44,55.47,4,539,38,3,2,5,Beginner
4389,48,45.57,2,328,49,3,2,3,Beginner
4390,66,41.42,4,418,30,3,2,4,Beginner
4391,86,99.04,0,121,86,7,3,0,Advanced
4392,58,49.88,3,483,37,3,2,2,Beginner
4393,76,74.31,2,131,72,5,3,3,Intermediate
4394,87,90.36,1,138,92,9,3,0,Advanced
4395,40,42.4,8,414,21,1,1,7,School Student
4396,33,30.29,9,665,23,2,1,5,School Student
4397,20,12.49,6,799,26,1,1,6,School Student
4398,97,95.97,0,166,91,7,3,1,Advanced
4399,50,59.85,2,370,55,4,2,4,Beginner
4400,98,91.88,0,71,85,10,3,0,Advanced
4401,49,60.74,5,403,51,4,2,4,Beginner
4402,82,66.54,3,299,68,5,3,3,Intermediate
4403,31,21.48,6,437,30,2,1,7,School Student
4404,76,76.52,2,153,66,6,3,3,Intermediate
4405,87,89.88,1,116,86,8,3,1,Advanced
4406,65,42.47,3,396,57,4,2,4,Beginner
4407,64,61.28,5,253,22,4,2,4,Beginner
4408,57,42.79,3,279,54,3,2,2,Beginner
4409,47,46.32,2,371,38,3,2,3,Beginner
4410,78,83.61,3,206,89,6,3,3,Intermediate
4411,44,61.68,4,254,23,4,2,5,Beginner
4412,57,57.6,2,573,59,4,2,4,Beginner
4413,84,71.84,3,217,78,5,3,3,Intermediate
4414,82,74.74,2,283,55,5,3,2,Intermediate
4415,75,82.9,1,214,66,7,3,2,Intermediate
4416,72,73.23,2,199,50,5,3,1,Intermediate
4417,54,52.29,4,365,48,4,2,5,Beginner
4418,50,40.88,3,553,23,4,2,3,Beginner
4419,82,69.92,3,227,74,5,3,1,Intermediate
4420,97,93.9,1,178,85,10,3,1,Advanced
4421,19,21.17,8,783,33,1,1,8,School Student
4422,32,17.68,4,424,17,1,1,9,School Student
4423,10,38.58,8,416,28,2,1,4,School Student
4424,73,83.64,3,196,77,5,3,1,Intermediate
4425,30,41.78,6,427,29,1,1,7,School Student
4426,55,57.29,3,426,20,4,2,2,Beginner
4427,45,48.44,3,479,23,3,2,2,Beginner
4428,72,71.61,2,214,81,7,3,3,Intermediate
4429,69,55.98,3,353,55,4,2,4,Beginner
4430,11,14.9,6,874,13,2,1,6,School Student
4431,14,35.75,6,648,20,1,1,4,School Student
4432,36,16.2,4,709,10,1,1,7,School Student
4433,79,78.43,2,294,57,7,3,3,Intermediate
4434,67,53.57,3,314,42,4,2,2,Beginner
4435,54,42.66,4,215,46,3,2,3,Beginner
4436,80,76.57,3,246,78,5,3,2,Intermediate
4437,45,59.84,5,513,21,3,2,4,Beginner
4438,60,46.74,5,412,58,3,2,3,Beginner
4439,48,59.8,4,597,20,3,2,5,Beginner
4440,90,85.43,1,150,82,10,3,0,Advanced
4441,30,30.98,4,855,36,2,1,6,School Student
4442,60,64.52,4,557,20,4,2,2,Beginner
4443,93,93.94,0,161,89,10,3,0,Advanced
4444,14,15.25,8,413,8,2,1,8,School Student
4445,92,91.78,0,81,93,10,3,1,Advanced
4446,53,50.14,3,574,49,4,2,4,Beginner
4447,65,58.74,2,438,47,4,2,4,Beginner
4448,13,43.99,5,576,14,1,1,4,School Student
4449,58,51.91,2,367,59,4,2,3,Beginner
4450,78,81.91,1,181,83,6,3,3,Intermediate
4451,100,98.21,0,139,85,8,3,0,Advanced
4452,59,43.93,2,432,59,3,2,2,Beginner
4453,78,69.29,3,267,85,6,3,3,Intermediate
4454,63,43.54,4,369,21,4,2,3,Beginner
4455,22,19.92,4,641,10,2,1,6,School Student
4456,15,21.92,4,656,39,1,1,5,School Student
4457,19,27.55,4,749,32,2,1,4,School Student
4458,72,78.99,2,148,68,5,3,1,Intermediate
4459,69,78.07,3,209,73,7,3,3,Intermediate
4460,32,23.02,5,868,25,1,1,6,School Student
4461,89,94.37,0,85,89,9,3,1,Advanced
4462,97,91.22,1,164,83,8,3,1,Advanced
4463,33,36.94,9,730,34,2,1,7,School Student
4464,89,90.59,1,112,81,8,3,1,Advanced
4465,44,28.41,5,334,32,1,1,6,School Student
4466,71,73.68,2,231,65,7,3,3,Intermediate
4467,61,49.46,2,413,27,4,2,4,Beginner
4468,69,67.85,2,278,71,7,3,2,Intermediate
4469,50,61.16,5,528,43,4,2,3,Beginner
4470,46,31.34,7,825,8,2,1,8,School Student
4471,50,52.22,5,217,44,3,2,5,Beginner
4472,27,12.08,6,428,37,1,1,5,School Student
4473,92,96.8,0,76,93,7,3,0,Advanced
4474,45,52.55,5,449,45,4,2,5,Beginner
4475,51,44.54,2,217,59,3,2,3,Beginner
4476,76,79.64,1,250,52,6,3,3,Intermediate
4477,49,24.48,7,432,11,2,1,7,School Student
4478,69,79.83,3,155,83,5,3,1,Intermediate
4479,41,56.49,2,557,37,4,2,4,Beginner
4480,77,68.8,1,140,77,6,3,3,Intermediate
4481,52,42.39,3,475,59,4,2,3,Beginner
4482,84,84.86,2,136,60,7,3,3,Intermediate
4483,43,11.8,4,459,32,2,1,9,School Student
4484,78,73.85,2,163,63,5,3,1,Intermediate
4485,86,91.28,0,71,93,10,3,0,Advanced
4486,54,55.41,5,278,27,3,2,2,Beginner
4487,74,74.82,1,276,71,6,3,3,Intermediate
4488,90,87.52,1,147,87,9,3,1,Advanced
4489,26,34.87,7,504,28,2,1,5,School Student
4490,32,29.0,5,601,28,1,1,5,School Student
4491,84,83.5,3,149,67,7,3,2,Intermediate
4492,28,25.49,7,883,14,1,1,4,School Student
4493,37,44.07,5,526,53,4,2,3,Beginner
4494,78,66.49,3,245,88,5,3,3,Intermediate
4495,41,40.48,9,864,32,1,1,6,School Student
4496,71,65.02,2,258,58,7,3,1,Intermediate
4497,85,96.59,0,85,98,8,3,0,Advanced
4498,94,87.73,0,146,82,7,3,0,Advanced
4499,59,54.09,5,528,23,4,2,2,Beginner
4500,65,57.58,5,531,59,4,2,5,Beginner
4501,73,70.05,1,139,70,6,3,1,Intermediate
4502,48,59.53,3,409,29,3,2,2,Beginner
4503,31,30.82,8,497,14,2,1,6,School Student
4504,13,11.3,8,583,24,2,1,9,School Student
4505,66,70.02,3,225,88,5,3,2,Intermediate
4506,87,88.44,1,159,97,9,3,1,Advanced
4507,46,39.83,4,375,35,1,1,6,School Student
4508,42,47.4,3,477,57,4,2,4,Beginner
4509,97,98.74,0,63,92,10,3,0,Advanced
4510,16,12.59,4,834,6,2,1,9,School Student
4511,40,33.32,4,638,9,1,1,9,School Student
4512,82,69.79,3,220,86,7,3,2,Intermediate
4513,63,43.48,4,487,32,3,2,2,Beginner
4514,81,66.88,2,261,61,5,3,1,Intermediate
4515,68,50.64,5,599,21,3,2,5,Beginner
4516,15,28.69,6,466,38,2,1,9,School Student
4517,86,85.53,0,146,88,7,3,0,Advanced
4518,41,56.97,2,370,21,4,2,5,Beginner
4519,45,53.86,3,315,31,3,2,4,Beginner
4520,87,92.07,0,172,86,7,3,0,Advanced
4521,65,59.64,2,261,33,3,2,3,Beginner
4522,54,44.76,2,510,31,3,2,5,Beginner
4523,10,23.49,4,589,33,1,1,9,School Student
4524,13,34.63,8,612,26,2,1,7,School Student
4525,34,15.84,5,511,12,1,1,5,School Student
4526,34,37.32,7,730,35,1,1,4,School Student
4527,95,93.43,1,171,83,9,3,0,Advanced
4528,73,78.97,2,194,66,5,3,1,Intermediate
4529,59,53.32,5,445,53,4,2,2,Beginner
4530,55,44.98,2,248,23,4,2,5,Beginner
4531,69,64.5,4,281,40,4,2,5,Beginner
4532,93,95.59,1,150,94,7,3,1,Advanced
4533,41,42.52,3,564,50,4,2,2,Beginner
4534,68,66.55,3,202,60,5,3,1,Intermediate
4535,72,71.4,2,208,84,7,3,2,Intermediate
4536,100,96.79,0,97,91,9,3,0,Advanced
4537,67,80.0,2,207,86,5,3,1,Intermediate
4538,59,55.82,5,383,44,4,2,3,Beginner
4539,97,98.86,0,80,99,9,3,1,Advanced
4540,64,42.35,3,233,35,3,2,5,Beginner
4541,12,22.04,9,658,37,2,1,4,School Student
4542,65,42.14,4,498,58,3,2,2,Beginner
4543,82,78.42,3,176,77,5,3,1,Intermediate
4544,61,40.89,2,589,31,3,2,2,Beginner
4545,10,12.22,8,702,36,2,1,4,School Student
4546,59,57.83,3,569,47,4,2,3,Beginner
4547,44,55.34,3,266,50,4,2,3,Beginner
4548,67,73.87,1,272,81,5,3,3,Intermediate
4549,65,43.3,5,251,39,4,2,2,Beginner
4550,37,27.75,9,520,27,2,1,8,School Student
4551,61,57.96,4,312,47,3,2,4,Beginner
4552,77,84.11,2,153,77,7,3,1,Intermediate
4553,24,44.36,7,509,22,2,1,8,School Student
4554,75,81.22,3,129,57,7,3,3,Intermediate
4555,59,63.32,5,295,35,4,2,2,Beginner
4556,100,91.1,0,92,97,8,3,1,Advanced
4557,12,35.07,9,747,22,2,1,8,School Student
4558,78,75.06,1,132,58,6,3,2,Intermediate
4559,69,69.93,2,197,53,6,3,2,Intermediate
4560,26,39.46,6,744,34,1,1,8,School Student
4561,53,53.91,3,347,36,4,2,2,Beginner
4562,81,80.98,3,293,80,5,3,2,Intermediate
4563,80,72.9,3,170,60,7,3,3,Intermediate
4564,17,25.49,9,459,36,2,1,9,School Student
4565,49,14.71,5,642,21,1,1,7,School Student
4566,77,74.15,1,295,83,7,3,2,Intermediate
4567,51,53.76,3,353,57,3,2,3,Beginner
4568,95,88.02,1,74,85,9,3,1,Advanced
4569,47,37.56,8,770,7,2,1,9,School Student
4570,30,40.59,4,864,28,2,1,9,School Student
4571,52,60.92,3,567,57,3,2,2,Beginner
4572,80,69.33,2,131,67,5,3,3,Intermediate
4573,66,65.27,3,265,88,7,3,2,Intermediate
4574,85,95.06,1,156,82,8,3,0,Advanced
4575,53,56.86,4,524,35,4,2,5,Beginner
4576,49,27.32,4,593,11,1,1,6,School Student
4577,66,43.46,2,302,51,3,2,3,Beginner
4578,68,81.07,2,189,60,7,3,1,Intermediate
4579,65,54.69,4,442,52,4,2,5,Beginner
4580,62,49.11,3,343,44,3,2,4,Beginner
4581,91,85.39,1,82,96,7,3,1,Advanced
4582,46,28.5,9,366,18,1,1,4,School Student
4583,42,49.89,2,567,28,4,2,5,Beginner
4584,39,12.9,9,716,26,2,1,6,School Student
4585,60,58.11,4,386,45,4,2,5,Beginner
4586,44,61.36,4,465,47,3,2,4,Beginner
4587,52,64.01,4,491,31,3,2,2,Beginner
4588,55,57.37,3,471,23,3,2,2,Beginner
4589,10,17.4,5,523,38,2,1,6,School Student
4590,66,62.11,4,285,39,4,2,4,Beginner
4591,89,97.24,0,174,100,7,3,1,Advanced
4592,67,64.94,2,235,48,3,2,5,Beginner
4593,22,37.87,9,640,20,1,1,6,School Student
4594,95,88.83,0,94,94,9,3,0,Advanced
4595,59,44.12,5,252,20,4,2,3,Beginner
4596,20,23.43,4,866,38,2,1,4,School Student
4597,70,77.38,1,201,71,6,3,2,Intermediate
4598,66,62.44,4,519,36,3,2,3,Beginner
4599,64,60.79,3,303,28,4,2,5,Beginner
4600,85,85.81,1,152,100,9,3,1,Advanced
4601,29,25.07,4,764,23,2,1,8,School Student
4602,65,55.89,5,210,59,4,2,2,Beginner
4603,41,54.15,3,461,38,4,2,2,Beginner
4604,51,60.94,5,567,55,4,2,4,Beginner
4605,17,19.63,4,814,5,1,1,5,School Student
4606,79,72.41,1,268,88,7,3,1,Intermediate
4607,57,51.89,5,503,45,4,2,2,Beginner
4608,67,70.95,2,201,76,5,3,2,Intermediate
4609,14,12.58,5,356,29,2,1,4,School Student
4610,100,96.38,1,73,87,7,3,1,Advanced
4611,15,41.58,5,352,13,1,1,8,School Student
4612,92,97.39,0,111,96,7,3,1,Advanced
4613,30,27.95,4,626,27,1,1,9,School Student
4614,74,78.94,3,234,62,6,3,2,Intermediate
4615,75,73.29,2,214,74,7,3,2,Intermediate
4616,83,65.67,1,276,89,5,3,3,Intermediate
4617,56,31.91,9,743,9,1,1,6,School Student
4618,33,31.39,7,784,26,1,1,8,School Student
4619,21,38.68,7,479,5,1,1,5,School Student
4620,31,44.02,6,893,11,1,1,4,School Student
4621,44,55.6,3,360,35,3,2,2,Beginner
4622,63,48.47,2,439,20,4,2,2,Beginner
4623,69,45.45,4,252,49,4,2,2,Beginner
4624,48,43.36,3,596,37,4,2,3,Beginner
4625,54,48.56,3,304,49,3,2,2,Beginner
4626,83,66.28,2,148,87,6,3,1,Intermediate
4627,32,35.19,5,612,27,1,1,4,School Student
4628,94,93.38,1,161,84,8,3,0,Advanced
4629,65,80.4,2,159,87,5,3,2,Intermediate
4630,41,55.99,2,526,51,3,2,4,Beginner
4631,79,65.09,2,140,61,6,3,1,Intermediate
4632,78,82.53,1,140,71,5,3,3,Intermediate
4633,100,89.78,0,179,87,10,3,0,Advanced
4634,93,99.0,0,87,83,9,3,0,Advanced
4635,82,82.29,1,134,72,5,3,2,Intermediate
4636,64,58.33,5,251,28,3,2,4,Beginner
4637,98,91.66,1,67,82,9,3,0,Advanced
4638,67,66.87,2,267,80,6,3,3,Intermediate
4639,80,74.05,1,196,61,7,3,1,Intermediate
4640,65,48.97,4,310,58,4,2,2,Beginner
4641,67,47.19,5,504,24,3,2,4,Beginner
4642,97,85.14,1,124,96,10,3,0,Advanced
4643,49,49.41,3,210,37,4,2,5,Beginner
4644,48,23.21,7,861,11,1,1,7,School Student
4645,13,14.1,4,382,30,1,1,6,School Student
4646,47,41.68,2,322,37,3,2,3,Beginner
4647,33,21.5,5,787,7,1,1,5,School Student
4648,58,45.93,2,577,56,4,2,2,Beginner
4649,48,45.03,4,286,29,4,2,2,Beginner
4650,82,83.33,3,217,57,6,3,3,Intermediate
4651,64,45.16,2,494,51,4,2,3,Beginner
4652,29,11.52,7,815,30,1,1,5,School Student
4653,41,38.66,8,874,18,1,1,4,School Student
4654,35,16.68,5,693,29,2,1,8,School Student
4655,68,52.14,4,517,34,3,2,4,Beginner
4656,47,32.63,9,756,22,2,1,6,School Student
4657,78,67.78,2,173,61,6,3,3,Intermediate
4658,36,28.48,7,857,18,2,1,8,School Student
4659,81,76.8,3,273,76,7,3,3,Intermediate
4660,67,48.35,3,533,45,3,2,2,Beginner
4661,73,79.0,2,177,83,6,3,1,Intermediate
4662,62,82.6,3,294,75,5,3,3,Intermediate
4663,50,53.2,3,293,42,3,2,5,Beginner
4664,59,18.64,5,398,25,2,1,7,School Student
4665,14,32.47,4,772,17,2,1,8,School Student
4666,67,79.46,2,126,75,5,3,2,Intermediate
4667,89,97.41,0,112,92,7,3,0,Advanced
4668,82,82.9,1,253,61,6,3,3,Intermediate
4669,79,77.01,1,250,54,7,3,2,Intermediate
4670,67,52.42,3,433,59,4,2,2,Beginner
4671,64,57.27,4,217,27,3,2,3,Beginner
4672,86,86.31,0,64,95,8,3,0,Advanced
4673,51,63.65,3,232,43,3,2,2,Beginner
4674,48,36.9,8,666,9,1,1,6,School Student
4675,69,77.22,2,188,81,6,3,2,Intermediate
4676,42,15.49,6,510,19,1,1,4,School Student
4677,85,86.12,0,62,85,10,3,0,Advanced
4678,85,87.9,0,134,85,8,3,0,Advanced
4679,68,62.86,3,569,39,3,2,3,Beginner
4680,86,85.32,1,149,93,8,3,0,Advanced
4681,69,66.42,1,278,88,6,3,1,Intermediate
4682,71,69.03,1,155,59,5,3,2,Intermediate
4683,42,40.81,6,508,17,2,1,5,School Student
4684,41,37.24,8,428,6,2,1,6,School Student
4685,96,88.39,1,142,84,7,3,1,Advanced
4686,41,44.5,4,300,32,3,2,4,Beginner
4687,47,56.14,3,416,30,4,2,2,Beginner
4688,78,72.25,2,275,56,7,3,2,Intermediate
4689,67,82.9,1,127,53,7,3,2,Intermediate
4690,63,42.04,2,433,59,4,2,5,Beginner
4691,55,58.92,3,390,43,4,2,2,Beginner
4692,84,69.01,3,200,51,6,3,2,Intermediate
4693,78,69.32,1,290,84,6,3,3,Intermediate
4694,57,53.95,5,452,27,3,2,5,Beginner
4695,80,66.19,2,288,58,7,3,2,Intermediate
4696,69,65.78,3,159,58,7,3,2,Intermediate
4697,69,43.0,5,374,51,4,2,3,Beginner
4698,64,55.48,4,509,51,4,2,4,Beginner
4699,67,82.81,3,183,82,6,3,3,Intermediate
4700,13,27.03,9,890,33,2,1,7,School Student
4701,74,77.33,2,259,52,7,3,2,Intermediate
4702,56,56.22,2,565,35,4,2,3,Beginner
4703,74,73.09,2,168,58,7,3,3,Intermediate
4704,33,34.4,8,517,12,2,1,9,School Student
4705,86,93.97,1,167,98,9,3,0,Advanced
4706,28,19.17,8,396,30,1,1,6,School Student
4707,44,49.14,2,230,25,3,2,4,Beginner
4708,72,74.1,1,171,61,7,3,1,Intermediate
4709,87,99.7,1,147,98,8,3,1,Advanced
4710,36,26.71,9,343,5,2,1,6,School Student
4711,53,55.82,3,529,44,4,2,4,Beginner
4712,86,91.15,1,81,88,9,3,1,Advanced
4713,53,46.65,4,388,47,3,2,5,Beginner
4714,63,59.71,3,504,57,4,2,4,Beginner
4715,25,13.3,7,817,24,1,1,6,School Student
4716,60,45.66,4,361,46,4,2,5,Beginner
4717,66,44.58,4,498,38,4,2,4,Beginner
4718,89,92.67,1,99,88,9,3,1,Advanced
4719,19,32.86,5,510,27,2,1,7,School Student
4720,33,41.33,7,774,12,2,1,5,School Student
4721,21,15.46,5,865,29,1,1,5,School Student
4722,91,90.81,1,124,84,10,3,0,Advanced
4723,65,47.42,3,225,30,4,2,2,Beginner
4724,51,62.84,5,272,42,4,2,2,Beginner
4725,94,97.6,1,137,83,8,3,1,Advanced
4726,82,71.92,2,167,71,7,3,1,Intermediate
4727,44,35.55,8,767,9,2,1,8,School Student
4728,94,88.54,1,111,99,9,3,0,Advanced
4729,38,44.64,5,495,20,4,2,4,Beginner
4730,75,84.26,1,145,70,5,3,1,Intermediate
4731,75,80.19,3,166,89,7,3,3,Intermediate
4732,75,81.06,3,166,59,5,3,1,Intermediate
4733,18,39.45,6,421,8,1,1,5,School Student
4734,89,89.69,0,151,92,8,3,1,Advanced
4735,57,50.3,4,394,37,4,2,3,Beginner
4736,66,50.2,2,306,21,4,2,2,Beginner
4737,46,64.8,5,202,53,4,2,3,Beginner
4738,65,46.39,5,411,44,4,2,2,Beginner
4739,43,59.74,2,214,29,4,2,3,Beginner
4740,40,57.79,5,229,29,4,2,3,Beginner
4741,97,92.67,0,74,82,7,3,1,Advanced
4742,76,76.96,1,189,61,7,3,3,Intermediate
4743,35,10.36,7,365,30,2,1,5,School Student
4744,42,26.14,9,359,34,2,1,6,School Student
4745,91,90.04,1,174,82,10,3,0,Advanced
4746,19,44.76,8,823,31,2,1,4,School Student
4747,14,25.85,9,598,34,2,1,8,School Student
4748,98,90.03,0,94,87,7,3,0,Advanced
4749,65,63.0,3,284,28,3,2,5,Beginner
4750,65,76.71,3,283,77,6,3,3,Intermediate
4751,41,42.36,3,324,42,4,2,2,Beginner
4752,46,60.88,3,521,55,4,2,2,Beginner
4753,98,91.74,0,71,98,9,3,0,Advanced
4754,61,53.21,5,388,37,4,2,5,Beginner
4755,71,79.16,1,192,57,5,3,1,Intermediate
4756,65,58.65,4,226,34,4,2,5,Beginner
4757,80,71.17,2,298,72,6,3,3,Intermediate
4758,82,77.13,1,275,75,7,3,1,Intermediate
4759,75,68.18,3,263,82,7,3,1,Intermediate
4760,69,75.03,2,160,83,5,3,2,Intermediate
4761,43,58.97,5,416,32,4,2,3,Beginner
4762,42,62.99,2,405,41,4,2,2,Beginner
4763,97,85.24,0,116,83,9,3,1,Advanced
4764,29,17.12,6,318,11,2,1,6,School Student
4765,70,80.52,2,187,51,7,3,2,Intermediate
4766,57,41.55,2,267,30,3,2,4,Beginner
4767,18,42.96,4,789,36,1,1,6,School Student
4768,97,89.07,1,83,93,7,3,0,Advanced
4769,98,94.13,1,104,92,8,3,1,Advanced
4770,46,46.12,5,445,45,3,2,3,Beginner
4771,67,66.74,3,256,68,7,3,2,Intermediate
4772,22,42.77,7,883,28,2,1,5,School Student
4773,12,35.89,5,301,37,2,1,7,School Student
4774,36,20.29,7,706,25,2,1,9,School Student
4775,60,44.92,4,383,32,4,2,5,Beginner
4776,63,44.12,3,249,45,3,2,3,Beginner
4777,90,86.55,1,63,81,7,3,0,Advanced
4778,52,61.04,3,558,48,4,2,4,Beginner
4779,43,48.67,2,205,47,4,2,4,Beginner
4780,49,44.91,5,416,48,3,2,3,Beginner
4781,68,73.36,2,229,65,6,3,1,Intermediate
4782,96,85.09,1,73,89,9,3,1,Advanced
4783,33,16.88,9,327,37,2,1,8,School Student
4784,90,94.72,1,63,80,9,3,1,Advanced
4785,22,15.31,4,687,24,2,1,6,School Student
4786,50,54.22,2,303,49,4,2,5,Beginner
4787,59,42.81,5,547,47,3,2,5,Beginner
4788,98,87.3,1,139,87,10,3,1,Advanced
4789,65,62.94,4,444,41,4,2,2,Beginner
4790,67,80.96,3,250,55,5,3,1,Intermediate
4791,65,44.17,4,261,58,4,2,2,Beginner
4792,58,61.54,3,304,52,4,2,3,Beginner
4793,10,34.09,4,482,6,1,1,7,School Student
4794,68,52.26,5,302,22,3,2,5,Beginner
4795,29,27.6,9,855,6,2,1,7,School Student
4796,46,38.31,8,749,9,1,1,8,School Student
4797,92,93.61,0,157,93,9,3,1,Advanced
4798,84,65.64,2,124,76,5,3,1,Intermediate
4799,98,97.53,0,171,82,10,3,1,Advanced
4800,56,45.4,2,229,31,3,2,5,Beginner
